;;1-А;;;;;;;;;;;;;;;;;;1-Б;;;;;;;;;;;;;;;;;;1-В;;;;;;;;;;;;;;;;;;1-Г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;7;14:45;"Информатика
Павлов Н.М.
ШО 1
406а, Кабинет информатики";;;;;;;;;;;;;;;;;;;;;;;;;7;14:45;"Английский язык

ШО 1
203а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;10-А;;;;;;;;;;;;;;;;;;10-Б;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;1;08:30;"Геометрия
Путилов А.О.
ШО 1
207а, Каб. математики";1;08:30;"Алгебра и начала математического анализа
Путилов А.О.
ШО 1
207а, Каб. математики";1;08:30;"Алгебра и начала математического анализа
Путилов А.О.
ШО 1
207а, Каб. математики";1;08:30;"Геометрия
Путилов А.О.
ШО 1
408б, Кабинет АЯ";;;;;;;1;08:30;"Информационные технологии в решении бизнес-задач
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";1;08:30;"Бизнес-английский
Калашникова Е.А.
ШО 1
201а, Кабинет АЯ";1;08:30;"Обществознание
Багдасарян А.Б.
ШО 1
305б, Каб. истории и общ.";1;08:30;"Основы безопасности жизнедеятельности
Куликов А.И.
ШО 1
305б, Каб. истории и общ.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;09:30;"Биология
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";2;09:30;"Обществознание
Симахина Т.А.
ШО 1
307б, Каб. истории и общ.";2;09:30;"Физика
Федорова И.В.
ШО 1
302а, Кабинет физики";2;09:30;"Индивидуальный проект
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";2;09:30;"Химия
Прилипко Е.В.
ШО 1
408б, Кабинет АЯ";;;;2;09:30;"Литература
Шарапова Е.А.
ШО 1
201б, Кабинет РЯ и ЛИ";2;09:30;"Геометрия
Путилов А.О.
ШО 1
207а, Каб. математики";2;09:30;"Литература
Шарапова Е.А.
ШО 1
201б, Кабинет РЯ и ЛИ";2;09:30;"Основы предпринимательской деятельности
Багдасарян А.Б.
ШО 1
201а, Кабинет АЯ";2;09:30;"Английский язык
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;09:30;"Информатика
Дорохова Л.Е.
ШО 1
407а2, Кабинет АЯ";;;;2;09:30;"Информатика
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";;;;2;09:30;"Физика
Федорова И.В.
ШО 1
302а, Кабинет физики";;;;;;;;;;;;;;;;2;09:30;"Английский язык
Калашникова Е.А.
ШО 1
201а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;10:35;"Химия
Прилипко Е.В.
ШО 1
408б, Кабинет АЯ";3;10:35;"Практикум по решению биологических задач
Лукоянова Н.М.
ШО 1
407бЛаб, Лаборатория биологии";3;10:35;"Основы безопасности жизнедеятельности
Куликов А.И.
ШО 1
408б, Кабинет АЯ";3;10:35;"Биология
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";3;10:35;"История
Симахина Т.А.
ШО 1
305б, Каб. истории и общ.";;;;3;10:35;"Алгебра и начала математического анализа
Путилов А.О.
ШО 1
207а, Каб. математики";3;10:35;"География
Киселева И.М.
ШО 1
404б, Кабинет географии";3;10:35;"Право
Багдасарян А.Б.
ШО 1
307б, Каб. истории и общ.";3;10:35;"Английский язык
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";3;10:35;"Алгебра и начала математического анализа
Путилов А.О.
ШО 1
207а, Каб. математики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;10:35;"Физика
Федорова И.В.
ШО 1
302а, Кабинет физики";3;10:35;"Информатика
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";;;;3;10:35;"Химия
Прилипко Е.В.
ШО 1
402а, Кабинет химии";;;;;;;;;;;;;;;;3;10:35;"Английский язык
Калашникова Е.А.
ШО 1
201а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;11:40;"Астрономия
Антонова В.В.
ШО 1
305а, Кабинет физики";4;11:40;"Химия
Прилипко Е.В.
ШО 1
402а, Кабинет химии";4;11:40;"Химия
Прилипко Е.В.
ШО 1
402а, Кабинет химии";4;11:40;"Шаг в медицину
Дзюрман А.В.
ШО 1
203а, Кабинет АЯ";4;11:40;"Английский язык
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";;;;4;11:40;"Экономика
Багдасарян А.Б.
ШО 1
305б, Каб. истории и общ.";4;11:40;"Английский язык
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";4;11:40;"Обществознание
Багдасарян А.Б.
ШО 1
305б, Каб. истории и общ.";4;11:40;"Право
Багдасарян А.Б.
ШО 1
307б, Каб. истории и общ.";4;11:40;"История
Багдасарян А.Б.
ШО 1
307б, Каб. истории и общ.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;4;11:40;"Физика
Федорова И.В.
ШО 1
302а, Кабинет физики";4;11:40;"Инженерный практикум
Федорова И.В.
ШО 1
302а, Кабинет физики";4;11:40;"Физика
Федорова И.В.
ШО 1
302а, Кабинет физики";;;;;;;;;;4;11:40;"Английский язык
Калашникова Е.А.
ШО 1
201а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5;12:35;"Алгебра и начала математического анализа
Путилов А.О.
ШО 1
207а, Каб. математики";5;12:35;"Английский язык
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";5;12:35;"История
Симахина Т.А.
ШО 1
307б, Каб. истории и общ.";5;12:35;"Английский язык
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";5;12:35;"Литература
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";;;;5;12:35;"История
Багдасарян А.Б.
ШО 1
305б, Каб. истории и общ.";5;12:35;"Финансы и бизнес
Багдасарян А.Б.
ШО 1
307б, Каб. истории и общ.";5;12:35;"Английский язык
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";5;12:35;"Индивидуальный проект
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";5;12:35;"Геометрия
Путилов А.О.
ШО 1
207а, Каб. математики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;5;12:35;"Английский язык
Калашникова Е.А.
ШО 1
201а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6;13:40;"Физика
Федорова И.В.
ШО 1
302а, Кабинет физики";6;13:40;"Литература
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";6;13:40;"Физическая культура
Куликов А.И.
ШО 1
С/з мал. (201), Спортивный зал малый";6;13:40;"Физическая культура
Куликов А.И.
ШО 1
С/з бол. (203), Спортивный зал большой";6;13:40;"Основы программирования на языке Python
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";;;;6;13:40;"Английский язык
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";6;13:40;"Физическая культура
Воякин Д.М.
ШО 1
С/з бол. (203), Спортивный зал большой";6;13:40;"Алгебра и начала математического анализа
Путилов А.О.
ШО 1
207а, Каб. математики";6;13:40;"Математический практикум
Путилов А.О.
ШО 1
207а, Каб. математики";6;13:40;"Русский язык
Шарапова Е.А.
ШО 1
201б, Кабинет РЯ и ЛИ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6;13:40;"Информатика
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";;;;;;;;;;6;13:40;"Биология
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";;;;6;13:40;"Английский язык
Калашникова Е.А.
ШО 1
201а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;7;14:45;"Алгебра и начала математического анализа
Путилов А.О.
ШО 1
207а, Каб. математики";7;14:45;"Математический практикум
Путилов А.О.
ШО 1
207а, Каб. математики";7;14:45;"Технологии современного производства
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";7;14:45;"Литература
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";7;14:45;"Русский язык
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";;;;7;14:45;"Астрономия
Антонова В.В.
ШО 1
305а, Кабинет физики";7;14:45;"Литература
Шарапова Е.А.
ШО 1
201б, Кабинет РЯ и ЛИ";7;14:45;"Физическая культура
Воякин Д.М.
ШО 1
С/з мал. (201), Спортивный зал малый";7;14:45;"Алгебра и начала математического анализа
Путилов А.О.
ШО 1
207а, Каб. математики";7;14:45;"Экономика
Багдасарян А.Б.
ШО 1
307б, Каб. истории и общ.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;7;14:45;"Биоинженерия
Прилипко Е.В.
ШО 1
402а, Кабинет химии";7;14:45;"Биология
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;11-А;;;;;;;;;;;;;;;;;;11-Б;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;1;08:30;"Алгебра и начала математического анализа
Марущенко М.И.
ШО 1
302б, Каб. математики";1;08:30;"История
Багдасарян А.Б.
ШО 1
305б, Каб. истории и общ.";1;08:30;"Алгебра и начала математического анализа
Марущенко М.И.
ШО 1
302б, Каб. математики";1;08:30;"Геометрия
Марущенко М.И.
ШО 1
302б, Каб. математики";;;;;;;1;08:30;"История
Багдасарян А.Б.
ШО 1
305б, Каб. истории и общ.";1;08:30;"Геометрия
Марущенко М.И.
ШО 1
302б, Каб. математики";1;08:30;"Физическая культура
Куликов А.И.
ШО 1
С/з бол. (203), Спортивный зал большой";1;08:30;"История
Багдасарян А.Б.
ШО 1
307б, Каб. истории и общ.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;09:30;"Биология
Хабарова Е.А.
ШО 1
401б, Каб. биологии, Медицинский класс";2;09:30;"Геометрия
Марущенко М.И.
ШО 1
302б, Каб. математики";2;09:30;"Биология
Хабарова Е.А.
ШО 1
401б, Каб. биологии, Медицинский класс";2;09:30;"Химия
Прилипко Е.В.
ШО 1
402а, Кабинет химии";2;09:30;"Алгебра и начала математического анализа
Марущенко М.И.
ШО 1
302б, Каб. математики";;;;2;09:30;"Обществознание
Багдасарян А.Б.
ШО 1
305б, Каб. истории и общ.";2;09:30;"Экономика
Багдасарян А.Б.
ШО 1
305б, Каб. истории и общ.";2;09:30;"История
Багдасарян А.Б.
ШО 1
305б, Каб. истории и общ.";2;09:30;"Литература
Субботина Л.Ю.
ШО 1
207б, Кабинет РЯ и ЛИ";2;09:30;"Литература
Субботина Л.Ю.
ШО 1
207б, Кабинет РЯ и ЛИ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;09:30;"Физика
Антонова В.В.
ШО 1
305а, Кабинет физики";;;;2;09:30;"Физика
Антонова В.В.
ШО 1
305а, Кабинет физики";2;09:30;"Физика
Антонова В.В.
ШО 1
305а, Кабинет физики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;10:35;"Алгебра и начала математического анализа
Марущенко М.И.
ШО 1
302б, Каб. математики";3;10:35;"Химия
Прилипко Е.В.
ШО 1
402а, Кабинет химии";3;10:35;"Литература
Субботина Л.Ю.
ШО 1
207б, Кабинет РЯ и ЛИ";3;10:35;"История
Багдасарян А.Б.
ШО 1
305б, Каб. истории и общ.";3;10:35;"Обществознание
Багдасарян А.Б.
ШО 1
307б, Каб. истории и общ.";;;;3;10:35;"История
Багдасарян А.Б.
ШО 1
305б, Каб. истории и общ.";3;10:35;"Алгебра и начала математического анализа
Марущенко М.И.
ШО 1
302б, Каб. математики";3;10:35;"Алгебра и начала математического анализа
Марущенко М.И.
ШО 1
302б, Каб. математики";3;10:35;"Алгебра и начала математического анализа
Марущенко М.И.
ШО 1
302б, Каб. математики";3;10:35;"Коммуникативный языковой практикум
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;3;10:35;"Информатика
Павлов Н.М.
ШО 1
406а, Кабинет информатики";;;;;;;;;;;;;;;;;;;;;;;;;3;10:35;"Коммуникативный языковой практикум
Калашникова Е.А.
ШО 1
201а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;11:40;"Химия
Прилипко Е.В.
ШО 1
402а, Кабинет химии";4;11:40;"Практикум ЕГЭ по математике (базовый уровень)
Поляцко Г.А.
ШО 1
306а, Каб. математики";4;11:40;"Практикум ЕГЭ по математике (базовый уровень)
Путилов А.О.
ШО 1
207а, Каб. математики";4;11:40;"Биология
Хабарова Е.А.
ШО 1
401б, Каб. биологии, Медицинский класс";4;11:40;"Физическая культура
Куликов А.И.
ШО 1
С/з бол. (203), Спортивный зал большой";;;;4;11:40;"Геометрия
Марущенко М.И.
ШО 1
302б, Каб. математики";4;11:40;"Практикум ЕГЭ по математике (базовый уровень)
Поляцко Г.А.
ШО 1
306а, Каб. математики";4;11:40;"Практикум ЕГЭ по математике (базовый уровень)
Путилов А.О.
ШО 1
207а, Каб. математики";4;11:40;"Коммуникативный языковой практикум
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";4;11:40;"Алгебра и начала математического анализа
Марущенко М.И.
ШО 1
302б, Каб. математики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
