;;1-А;;;;;;;;;;;;;;;;;;1-Б;;;;;;;;;;;;;;;;;;1-В;;;;;;;;;;;;;;;;;;1-Г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;10:35;"Технология
Панин Г.Г.
ШО 1
406а, Кабинет информатики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;10:35;"Английская грамматика
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;11:40;"Биология
Хабарова Е.А.
ШО 1
401б, Каб. биологии, Медицинский класс";4;11:40;"Литература
Акопова С.Н.
ШО 1
301б, Кабинет РЯ и ЛИ";4;11:40;"История
Феоктистова О.Н.
ШО 1
102б, Кабинет МХК";4;11:40;"Обществознание
Феоктистова О.Н.
ШО 1
305а, Кабинет физики";4;11:40;"Английский язык
Широкова Н.П.
ШО 1
407а2, Кабинет АЯ";;;;4;11:40;"Алгебра

ШО 1
402б, Каб. математики";4;11:40;"Введение в экологию
Хабарова Е.А.
ШО 1
401б, Каб. биологии, Медицинский класс";4;11:40;"Геометрия

ШО 1
402б, Каб. математики";4;11:40;"Алгебра

ШО 1
402б, Каб. математики";4;11:40;"Комплексный анализ текста
Бугакова М.И.
ШО 1
204б, Кабинет РЯ и ЛИ";;;;4;11:40;"Русский язык
Акопова С.Н.
ШО 1
301б, Кабинет РЯ и ЛИ";4;11:40;"Информатика
Павлов Н.М.
ШО 1
406а, Кабинет информатики";4;11:40;"Экологический мониторинг
Хабарова Е.А.
ШО 1
401б, Каб. биологии, Медицинский класс";4;11:40;"Химия
Прилипко Е.В.
ШО 1
402а, Кабинет химии";4;11:40;"Физика
Антонова В.В.
ШО 1
305а, Кабинет физики";;;;4;11:40;"Алгебра
Никитич Т.Н.
ШО 1
307а, Каб. математики";4;11:40;"Геометрия
Никитич Т.Н.
ШО 1
307а, Каб. математики";4;11:40;"Обществознание
Стародубцева Т.А.
ШО 1
102а, Кабинет математики, ОБЖ и кадетский класс";4;11:40;"Русский язык
Шарапова Е.А.
ШО 1
201б, Кабинет РЯ и ЛИ";4;11:40;"География
Киселева И.М.
ШО 1
404б, Кабинет географии";;;;4;11:40;"Обществознание
Феоктистова О.Н.
ШО 1
102б, Кабинет МХК";4;11:40;"Литература
Бугакова М.И.
ШО 1
204б, Кабинет РЯ и ЛИ";4;11:40;"Английский язык
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";4;11:40;"Литература
Бугакова М.И.
ШО 1
204б, Кабинет РЯ и ЛИ";4;11:40;"История
Феоктистова О.Н.
ШО 1
102б, Кабинет МХК";;;;;;;4;14:45;"Литература
Бугакова М.И.
ШО 1
204б, Кабинет РЯ и ЛИ";4;14:45;"Биология
Хабарова Е.А.
ШО 1
401б, Каб. биологии, Медицинский класс";4;14:45;"Физика
Федорова И.В.
ШО 1
302а, Кабинет физики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;4;11:40;"Информатика
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";;;;;;;;;;;;;;;;;;;;;;;;;4;11:40;"Информатика
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;11:40;"Английский язык
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5;12:35;"Английский язык
Якушкина Г.Б.
ШО 1
204а, Кабинет АЯ";5;12:35;"Физическая культура
Уваров В.Г.
ШО 1
С/з бол. (203), Спортивный зал большой";5;12:35;"Русский язык
Акопова С.Н.
ШО 1
301б, Кабинет РЯ и ЛИ";5;12:35;"Геометрия
Павлова А.С.
ШО 1
308б, Каб. математики";5;12:35;"География
Киселева И.М.
ШО 1
404б, Кабинет географии";;;;5;12:35;"Биология
Хабарова Е.А.
ШО 1
401б, Каб. биологии, Медицинский класс";5;12:35;"Технология
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";5;12:35;"Алгебра

ШО 1
402б, Каб. математики";5;12:35;"Русский язык
Бугакова М.И.
ШО 1
204б, Кабинет РЯ и ЛИ";5;12:35;"Обществознание
Симахина Т.А.
ШО 1
305б, Каб. истории и общ.";;;;5;12:35;"Алгебра
Павлова А.С.
ШО 1
308б, Каб. математики";5;12:35;"Геометрия
Павлова А.С.
ШО 1
308б, Каб. математики";5;12:35;"Английский язык

ШО 1
203а, Кабинет АЯ";5;12:35;"Литература
Акопова С.Н.
ШО 1
301б, Кабинет РЯ и ЛИ";5;12:35;"Алгебра
Павлова А.С.
ШО 1
308б, Каб. математики";;;;5;12:35;"География
Киселева И.М.
ШО 1
404б, Кабинет географии";5;12:35;"Основы правовой грамотности
Стародубцева Т.А.
ШО 1
102а, Кабинет математики, ОБЖ и кадетский класс";5;12:35;"Физика
Федорова И.В.
ШО 1
302а, Кабинет физики";5;12:35;"Физика
Федорова И.В.
ШО 1
302а, Кабинет физики";5;12:35;"Английский язык
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";;;;5;12:35;"Русский язык
Бугакова М.И.
ШО 1
204б, Кабинет РЯ и ЛИ";5;12:35;"История
Феоктистова О.Н.
ШО 1
102б, Кабинет МХК";5;12:35;"География
Киселева И.М.
ШО 1
404б, Кабинет географии";5;12:35;"Биология
Хабарова Е.А.
ШО 1
401б, Каб. биологии, Медицинский класс";5;12:35;"Информатика
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";;;;;;;;;;;;;5;15:40;"Информатика
Павлов Н.М.
ШО 1
406а, Кабинет информатики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5;12:35;"Информатика
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";;;;;;;;;;;;;;;;;;;5;12:35;"Технология
Панин Г.Г.
ШО 1
305б, Каб. истории и общ.";;;;;;;;;;;;;;;;;;;5;12:35;"Английский язык
Якушкина Г.Б.
ШО 1
204а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;5;12:35;"Английский язык
Широкова Н.П.
ШО 1
407а2, Кабинет АЯ";;;;;;;;;;;;;;;;5;12:35;"Информатика
Павлов Н.М.
ШО 1
406а, Кабинет информатики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6;13:40;"Физическая культура
Уваров В.Г.
ШО 1
С/з мал. (201), Спортивный зал малый";6;13:40;"Комплексный анализ текста
Акопова С.Н.
ШО 1
301б, Кабинет РЯ и ЛИ";6;13:40;"Английский язык
Якушкина Г.Б.
ШО 1
204а, Кабинет АЯ";6;13:40;"Литература
Акопова С.Н.
ШО 1
301б, Кабинет РЯ и ЛИ";6;13:40;"История
Феоктистова О.Н.
ШО 1
102б, Кабинет МХК";;;;6;13:40;"Русский язык
Бугакова М.И.
ШО 1
204б, Кабинет РЯ и ЛИ";6;13:40;"Физика
Федорова И.В.
ШО 1
302а, Кабинет физики";6;13:40;"Литература
Бугакова М.И.
ШО 1
204б, Кабинет РЯ и ЛИ";6;13:40;"Практикум по математике

ШО 1
402б, Каб. математики";6;13:40;"Литература
Бугакова М.И.
ШО 1
204б, Кабинет РЯ и ЛИ";;;;6;13:40;"Английский язык

ШО 1
203а, Кабинет АЯ";6;13:40;"История
Феоктистова О.Н.
ШО 1
305б, Каб. истории и общ.";6;13:40;"История
Феоктистова О.Н.
ШО 1
102б, Кабинет МХК";6;13:40;"Английский язык

ШО 1
203а, Кабинет АЯ";6;13:40;"Физическая культура
Воякин Д.М.
ШО 1
С/з мал. (201), Спортивный зал малый";;;;6;13:40;"Английский язык
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";6;13:40;"Русский язык
Шарапова Е.А.
ШО 1
201б, Кабинет РЯ и ЛИ";6;13:40;"Геометрия
Никитич Т.Н.
ШО 1
307а, Каб. математики";6;13:40;"Физическая культура
Уваров В.Г.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";6;13:40;"Физическая культура
Уваров В.Г.
ШО 1
С/з бол. (203), Спортивный зал большой";;;;6;13:40;"Теория вероятностей и статистика

ШО 1
402б, Каб. математики";6;13:40;"Алгебра

ШО 1
402б, Каб. математики";6;13:40;"Биология
Хабарова Е.А.
ШО 1
401б, Каб. биологии, Медицинский класс";;;;6;13:40;"Геометрия

ШО 1
402б, Каб. математики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;6;13:40;"Английский язык
Широкова Н.П.
ШО 1
407а2, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;6;13:40;"Английский язык
Якушкина Г.Б.
ШО 1
204а, Кабинет АЯ";;;;;;;6;13:40;"Английский язык
Якушкина Г.Б.
ШО 1
204а, Кабинет АЯ";;;;;;;6;13:40;"Английский язык
Широкова Н.П.
ШО 1
407а2, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;7;14:45;"Алгебра
Павлова А.С.
ШО 1
308б, Каб. математики";;;;7;14:45;"Практикум по математике
Павлова А.С.
ШО 1
308б, Каб. математики";7;14:45;"Физическая культура
Уваров В.Г.
ШО 1
С/з мал. (201), Спортивный зал малый";;;;;;;7;14:45;"Физическая культура
Уваров В.Г.
ШО 1
С/з бол. (203), Спортивный зал большой";7;14:45;"Физическая культура
Уваров В.Г.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";;;;7;14:45;"Английский язык

ШО 1
203а, Кабинет АЯ";;;;;;;7;14:45;"Биология
Хабарова Е.А.
ШО 1
401б, Каб. биологии, Медицинский класс";7;14:45;"Технология
Панин Г.Г.
ШО 1
405а, Кабинет информатики";7;14:45;"Обществознание
Феоктистова О.Н.
ШО 1
206б, Кабинет РЯ и ЛИ";;;;;;;;;;7;14:45;"Русский язык
Шарапова Е.А.
ШО 1
201б, Кабинет РЯ и ЛИ";7;14:45;"Алгебра
Никитич Т.Н.
ШО 1
307а, Каб. математики";;;;7;14:45;"Информатика
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";;;;;;;7;14:45;"Английский язык
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";7;14:45;"География
Киселева И.М.
ШО 1
404б, Кабинет географии";7;14:45;"Функциональная грамотность

ШО 1
402б, Каб. математики";;;;7;14:45;"Английский язык
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;14:45;"Английский язык
Якушкина Г.Б.
ШО 1
204а, Кабинет АЯ";;;;;;;;;;7;14:45;"Технология
Павлов Н.М.
ШО 1
406а, Кабинет информатики";;;;;;;;;;;;;;;;;;;;;;7;14:45;"Информатика
Павлов Н.М.
ШО 1
406а, Кабинет информатики";;;;;;;7;14:45;"Английский язык
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";;;;;;;;;;7;14:45;"Английский язык
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;8-А;;;;;;;;;;;;;;;;;;8-Б;;;;;;;;;;;;;;;;;;8-В;;;;;;;;;;;;;;;;;;8-К;;;;;;;;;;;;;;;;;;8-М;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;1;08:30;"Русский язык
Бугакова М.И.
ШО 1
204б, Кабинет РЯ и ЛИ";1;08:30;"Финансовая грамотность
Феоктистова О.Н.
ШО 1
206б, Кабинет РЯ и ЛИ";1;08:30;"Биология
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";1;08:30;"География
Киселева И.М.
ШО 1
404б, Кабинет географии";;;;;;;1;08:30;"Геометрия
Павлова А.С.
ШО 1
308б, Каб. математики";1;08:30;"Информатика
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";1;08:30;"Физика
Федорова И.В.
ШО 1
302а, Кабинет физики";1;08:30;"Алгебра
Павлова А.С.
ШО 1
308б, Каб. математики";;;;;;;1;08:30;"Химия
Прилипко Е.В.
ШО 1
402а, Кабинет химии";1;08:30;"История
Симахина Т.А.
ШО 1
307б, Каб. истории и общ.";1;08:30;"Практикум по решению химических задач
Прилипко Е.В.
ШО 1
402а, Кабинет химии";1;08:30;"Английский язык
Якушкина Г.Б.
ШО 1
204а, Кабинет АЯ";;;;;;;1;08:30;"Финансовая грамотность
Феоктистова О.Н.
ШО 1
102б, Кабинет МХК";1;08:30;"Физическая культура
Куликов А.И.
ШО 1
С/з бол. (203), Спортивный зал большой";1;08:30;"История
Симахина Т.А.
ШО 1
307б, Каб. истории и общ.";1;08:30;"Русский язык
Субботина Л.Ю.
ШО 1
203а, Кабинет АЯ";;;;;;;1;08:30;"Биология
Хабарова Е.А.
ШО 1
401б, Каб. биологии, Медицинский класс";1;08:30;"Алгебра
Поляцко Г.А.
ШО 1
306а, Каб. математики";1;08:30;"Информатика
Павлов Н.М.
ШО 1
406а, Кабинет информатики";1;08:30;"Химия
Дзюрман А.В.
ШО 1
207а, Каб. математики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;1;08:30;"Информатика
Павлов Н.М.
ШО 1
406а, Кабинет информатики";;;;;;;;;;;;;;;;;;;;;;1;08:30;"Английский язык
Кущева Н.А.
ШО 1
301а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;08:30;"Информатика
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;09:30;"Физика
Федорова И.В.
ШО 1
302а, Кабинет физики";2;09:30;"Английский язык
Широкова Н.П.
ШО 1
407а2, Кабинет АЯ";2;09:30;"Физическая культура
Куликов А.И.
ШО 1
С/з мал. (201), Спортивный зал малый";2;09:30;"Химия
Дзюрман А.В.
ШО 1
305б, Каб. истории и общ.";2;09:30;"Информатика
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";;;;2;09:30;"Алгебра
Павлова А.С.
ШО 1
308б, Каб. математики";2;09:30;"Финансовая грамотность

ШО 1
402б, Каб. математики";2;09:30;"Русский язык
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";2;09:30;"Русский язык
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";2;09:30;"Физическая культура
Куликов А.И.
ШО 1
С/з бол. (203), Спортивный зал большой";;;;2;09:30;"Обществознание
Симахина Т.А.
ШО 1
307б, Каб. истории и общ.";2;09:30;"Литература
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";2;09:30;"Алгебра
Поляцко Г.А.
ШО 1
306а, Каб. математики";2;09:30;"Основы безопасности жизнедеятельности
Куликов А.И.
ШО 1
206б, Кабинет РЯ и ЛИ";2;09:30;"География
Киселева И.М.
ШО 1
404б, Кабинет географии";;;;2;09:30;"Литература
Субботина Л.Ю.
ШО 1
207б, Кабинет РЯ и ЛИ";2;09:30;"Биология
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";2;09:30;"Обществознание
Симахина Т.А.
ШО 1
307б, Каб. истории и общ.";2;09:30;"Геометрия
Марущенко М.И.
ШО 1
302б, Каб. математики";2;09:30;"История
Симахина Т.А.
ШО 1
305б, Каб. истории и общ.";;;;2;09:30;"Русский язык
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";2;09:30;"Алгебра
Поляцко Г.А.
ШО 1
306а, Каб. математики";2;09:30;"Русский язык
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";2;09:30;"Алгебра
Поляцко Г.А.
ШО 1
306а, Каб. математики";2;09:30;"Биология
Хабарова Е.А.
ШО 1
401б, Каб. биологии, Медицинский класс";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;2;09:30;"Английский язык
Кущева Н.А.
ШО 1
301а, Кабинет АЯ";;;;;;;2;09:30;"Информатика
Павлов Н.М.
ШО 1
406а, Кабинет информатики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;10:35;"Русский язык
Бугакова М.И.
ШО 1
204б, Кабинет РЯ и ЛИ";3;10:35;"Физическая культура
Куликов А.И.
ШО 1
С/з бол. (203), Спортивный зал большой";3;10:35;"Обществознание
Феоктистова О.Н.
ШО 1
102б, Кабинет МХК";3;10:35;"Физическая культура
Куликов А.И.
ШО 1
С/з бол. (203), Спортивный зал большой";3;10:35;"Физика
Федорова И.В.
ШО 1
302а, Кабинет физики";;;;3;10:35;"Химия
Дзюрман А.В.
ШО 1
402а, Кабинет химии";3;10:35;"История
Симахина Т.А.
ШО 1
307б, Каб. истории и общ.";3;10:35;"Алгебра
Павлова А.С.
ШО 1
308б, Каб. математики";3;10:35;"Литература
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";3;10:35;"Биология
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";;;;3;10:35;"Физика
Антонова В.В.
ШО 1
305а, Кабинет физики";3;10:35;"Английский язык
Якушкина Г.Б.
ШО 1
204а, Кабинет АЯ";3;10:35;"Информатика
Павлов Н.М.
ШО 1
406а, Кабинет информатики";3;10:35;"Алгебра
Поляцко Г.А.
ШО 1
306а, Каб. математики";3;10:35;"Химия
Прилипко Е.В.
ШО 1
402а, Кабинет химии";;;;3;10:35;"Основы безопасности жизнедеятельности
Куликов А.И.
ШО 1
301а, Кабинет АЯ";3;10:35;"Русский язык
Субботина Л.Ю.
ШО 1
207б, Кабинет РЯ и ЛИ";3;10:35;"Основы правовой грамотности
Симахина Т.А.
ШО 1
401а, Кабинет АЯ";3;10:35;"Английский язык
Кущева Н.А.
ШО 1
301а, Кабинет АЯ";3;10:35;"Алгебра
Марущенко М.И.
ШО 1
302б, Каб. математики";;;;3;10:35;"Английский язык
Якушкина Г.Б.
ШО 1
204а, Кабинет АЯ";3;10:35;"Геометрия
Поляцко Г.А.
ШО 1
306а, Каб. математики";3;10:35;"География
Киселева И.М.
ШО 1
404б, Кабинет географии";3;10:35;"География
Киселева И.М.
ШО 1
404б, Кабинет географии";3;10:35;"Физика
Антонова В.В.
ШО 1
305а, Кабинет физики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;10:35;"Английский язык
Кущева Н.А.
ШО 1
301а, Кабинет АЯ";3;10:35;"Информатика
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";;;;;;;;;;;;;;;;;;;;;;;;;;;;3;10:35;"Английский язык
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
